U.S. Gulf Coast Ultra-Low Sulfur No 2 Diesel Spot Price
https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=PET&s=EER_EPD2DXL0_PF4_RGC_DPG&f=D
12:41:07 GMT-0600 (Central Standard Time)
Source: U.S. Energy Information Administration
Day,U.S. Gulf Coast Ultra-Low Sulfur No 2 Diesel Spot Price Dollars per Gallon
02/20/2018,1.884
02/19/2018,1.868
02/16/2018,1.868
02/15/2018,1.852
02/14/2018,1.847
02/13/2018,1.797
02/12/2018,1.801
02/9/2018,1.815
02/8/2018,1.866
02/7/2018,1.882
02/6/2018,1.94
02/5/2018,1.962
02/2/2018,1.992
02/1/2018,2.044
01/31/2018,2.016
01/30/2018,2.011
01/29/2018,2.047
01/26/2018,2.08
01/25/2018,2.048
01/24/2018,2.052
01/23/2018,2.033
01/22/2018,1.995
01/19/2018,1.934
01/18/2018,1.98
01/17/2018,1.971
01/16/2018,1.962
01/12/2018,1.984
01/11/2018,2.073
01/10/2018,1.985
01/9/2018,1.976
01/8/2018,1.957
01/5/2018,1.969
01/4/2018,1.955
01/3/2018,1.97
01/2/2018,1.965
12/29/2017,1.966
12/28/2017,1.961
12/27/2017,1.941
12/26/2017,1.955
12/22/2017,1.883
12/21/2017,1.861
12/20/2017,1.857
12/19/2017,1.85
12/18/2017,1.843
12/15/2017,1.823
12/14/2017,1.83
12/13/2017,1.836
12/12/2017,1.864
12/11/2017,1.875
12/8/2017,1.854
12/7/2017,1.816
12/6/2017,1.785
12/5/2017,1.84
12/4/2017,1.821
12/1/2017,1.865
11/30/2017,1.819
11/29/2017,1.847
11/28/2017,1.884
11/27/2017,1.871
11/24/2017,1.876
11/23/2017,1.854
11/22/2017,1.854
11/21/2017,1.855
11/20/2017,1.857
11/17/2017,1.857
11/16/2017,1.834
11/15/2017,1.836
11/14/2017,1.826
11/13/2017,1.862
11/10/2017,1.868
11/9/2017,1.884
11/8/2017,1.855
11/7/2017,1.859
11/6/2017,1.876
11/3/2017,1.831
11/2/2017,1.808
11/1/2017,1.808
10/31/2017,1.826
10/30/2017,1.828
10/27/2017,1.826
10/26/2017,1.801
10/25/2017,1.77
10/24/2017,1.775
10/23/2017,1.739
10/20/2017,1.758
10/19/2017,1.731
10/18/2017,1.763
10/17/2017,1.768
10/16/2017,1.768
10/13/2017,1.752
10/12/2017,1.722
10/11/2017,1.74
10/10/2017,1.724
10/9/2017,1.693
10/6/2017,1.713
10/5/2017,1.752
10/4/2017,1.736
10/3/2017,1.714
10/2/2017,1.725
09/29/2017,1.768
09/28/2017,1.785
09/27/2017,1.787
09/26/2017,1.794
09/25/2017,1.814
09/22/2017,1.772
09/21/2017,1.775
09/20/2017,1.765
09/19/2017,1.74
09/18/2017,1.748
09/15/2017,1.764
09/14/2017,1.774
09/13/2017,1.75
09/12/2017,1.748
09/11/2017,1.747
09/8/2017,1.82
09/7/2017,1.827
09/6/2017,1.815
09/5/2017,1.773
09/1/2017,1.772
08/31/2017,1.755
08/30/2017,1.655
08/29/2017,1.641
08/28/2017,1.611
08/25/2017,1.594
08/24/2017,1.599
08/23/2017,1.596
08/22/2017,1.557
08/21/2017,1.538
08/18/2017,1.589
08/17/2017,1.548
08/16/2017,1.541
08/15/2017,1.565
08/14/2017,1.566
08/11/2017,1.596
08/10/2017,1.594
08/9/2017,1.62
08/8/2017,1.593
08/7/2017,1.605
08/4/2017,1.613
08/3/2017,1.606
08/2/2017,1.621
08/1/2017,1.612
07/31/2017,1.633
07/28/2017,1.606
07/27/2017,1.573
07/26/2017,1.563
07/25/2017,1.53
07/24/2017,1.482
07/21/2017,1.48
07/20/2017,1.511
07/19/2017,1.517
07/18/2017,1.472
07/17/2017,1.46
07/14/2017,1.479
07/13/2017,1.451
07/12/2017,1.435
07/11/2017,1.439
07/10/2017,1.407
07/7/2017,1.408
07/6/2017,1.435
07/5/2017,1.434
06/30/2017,1.447
06/29/2017,1.408
06/28/2017,1.404
06/27/2017,1.379
06/26/2017,1.339
06/23/2017,1.331
06/22/2017,1.335
06/21/2017,1.326
06/20/2017,1.361
06/19/2017,1.369
06/16/2017,1.39
06/15/2017,1.369
06/14/2017,1.369
06/13/2017,1.406
06/12/2017,1.381
06/9/2017,1.389
06/8/2017,1.38
06/7/2017,1.381
06/6/2017,1.422
06/5/2017,1.416
06/2/2017,1.441
06/1/2017,1.452
05/31/2017,1.477
05/30/2017,1.514
05/29/2017,1.526
05/26/2017,1.526
05/25/2017,1.512
05/24/2017,1.571
05/23/2017,1.575
05/22/2017,1.564
05/19/2017,1.547
05/18/2017,1.508
05/17/2017,1.497
05/16/2017,1.48
05/15/2017,1.469
05/12/2017,1.456
05/11/2017,1.456
05/10/2017,1.442
05/9/2017,1.407
05/8/2017,1.422
05/5/2017,1.413
05/4/2017,1.379
05/3/2017,1.437
05/2/2017,1.441
05/1/2017,1.458
04/28/2017,1.475
04/27/2017,1.488
04/26/2017,1.505
04/25/2017,1.525
04/24/2017,1.519
04/21/2017,1.53
04/20/2017,1.547
04/19/2017,1.554
04/18/2017,1.594
04/17/2017,1.601
04/14/2017,1.614
04/13/2017,1.614
04/12/2017,1.601
04/11/2017,1.616
04/10/2017,1.613
04/7/2017,1.593
04/6/2017,1.575
04/5/2017,1.536
04/4/2017,1.535
04/3/2017,1.526
03/31/2017,1.543
03/30/2017,1.528
03/29/2017,1.51
03/28/2017,1.488
03/27/2017,1.469
03/24/2017,1.473
03/23/2017,1.455
03/22/2017,1.465
03/21/2017,1.471
03/20/2017,1.483
03/17/2017,1.477
03/16/2017,1.467
03/15/2017,1.479
03/14/2017,1.458
03/13/2017,1.458
03/10/2017,1.464
03/9/2017,1.495
03/8/2017,1.527
03/7/2017,1.577
03/6/2017,1.571
03/3/2017,1.556
03/2/2017,1.544
03/1/2017,1.587
02/28/2017,1.6
02/27/2017,1.614
02/24/2017,1.606
02/23/2017,1.624
02/22/2017,1.599
02/21/2017,1.614
02/20/2017,1.611
02/17/2017,1.611
02/16/2017,1.593
02/15/2017,1.595
02/14/2017,1.597
02/13/2017,1.589
02/10/2017,1.632
02/9/2017,1.609
02/8/2017,1.602
02/7/2017,1.585
02/6/2017,1.6
02/3/2017,1.625
02/2/2017,1.62
02/1/2017,1.631
01/31/2017,1.595
01/30/2017,1.581
01/27/2017,1.58
01/26/2017,1.599
01/25/2017,1.573
01/24/2017,1.579
01/23/2017,1.576
01/20/2017,1.571
01/19/2017,1.556
01/18/2017,1.554
01/17/2017,1.588
01/16/2017,1.594
01/13/2017,1.594
01/12/2017,1.619
01/11/2017,1.594
01/10/2017,1.548
01/9/2017,1.573
01/6/2017,1.632
01/5/2017,1.631
01/4/2017,1.624
01/3/2017,1.618
01/2/2017,1.662
12/30/2016,1.662
12/29/2016,1.655
12/28/2016,1.643
12/27/2016,1.646
12/26/2016,1.632
12/23/2016,1.632
12/22/2016,1.606
12/21/2016,1.59
12/20/2016,1.619
12/19/2016,1.611
12/16/2016,1.618
12/15/2016,1.58
12/14/2016,1.579
12/13/2016,1.575
12/12/2016,1.572
12/9/2016,1.541
12/8/2016,1.538
12/7/2016,1.526
12/6/2016,1.544
12/5/2016,1.568
12/2/2016,1.592
12/1/2016,1.579
11/30/2016,1.518
11/29/2016,1.425
11/28/2016,1.466
11/25/2016,1.475
11/24/2016,1.475
11/23/2016,1.475
11/22/2016,1.482
11/21/2016,1.484
11/18/2016,1.415
11/17/2016,1.406
11/16/2016,1.401
11/15/2016,1.417
11/14/2016,1.344
11/11/2016,1.353
11/10/2016,1.385
11/9/2016,1.404
11/8/2016,1.385
11/7/2016,1.395
11/4/2016,1.381
11/3/2016,1.414
11/2/2016,1.414
11/1/2016,1.475
10/31/2016,1.464
10/28/2016,1.518
10/27/2016,1.544
10/26/2016,1.532
10/25/2016,1.54
10/24/2016,1.56
10/21/2016,1.55
10/20/2016,1.533
10/19/2016,1.557
10/18/2016,1.544
10/17/2016,1.532
10/14/2016,1.545
10/13/2016,1.553
10/12/2016,1.543
10/11/2016,1.565
10/10/2016,1.553
10/7/2016,1.553
10/6/2016,1.577
10/5/2016,1.575
10/4/2016,1.552
10/3/2016,1.538
09/30/2016,1.515
09/29/2016,1.522
09/28/2016,1.454
09/27/2016,1.381
09/26/2016,1.418
09/23/2016,1.384
09/22/2016,1.417
09/21/2016,1.397
09/20/2016,1.353
09/19/2016,1.351
09/16/2016,1.373
09/15/2016,1.384
09/14/2016,1.346
09/13/2016,1.383
09/12/2016,1.402
09/9/2016,1.429
09/8/2016,1.44
09/7/2016,1.394
09/6/2016,1.378
09/5/2016,1.365
09/2/2016,1.365
09/1/2016,1.346
08/31/2016,1.402
08/30/2016,1.462
08/29/2016,1.465
08/26/2016,1.478
08/25/2016,1.494
08/24/2016,1.47
08/23/2016,1.478
08/22/2016,1.459
08/19/2016,1.487
08/18/2016,1.496
08/17/2016,1.461
08/16/2016,1.425
08/15/2016,1.411
08/12/2016,1.374
08/11/2016,1.341
08/10/2016,1.267
08/9/2016,1.279
08/8/2016,1.293
08/5/2016,1.274
08/4/2016,1.275
08/3/2016,1.234
08/2/2016,1.201
08/1/2016,1.2
07/29/2016,1.237
07/28/2016,1.227
07/27/2016,1.251
07/26/2016,1.269
07/25/2016,1.27
07/22/2016,1.303
07/21/2016,1.31
07/20/2016,1.348
07/19/2016,1.325
07/18/2016,1.322
07/15/2016,1.338
07/14/2016,1.346
07/13/2016,1.342
07/12/2016,1.413
07/11/2016,1.372
07/8/2016,1.372
07/7/2016,1.369
07/6/2016,1.431
07/5/2016,1.411
07/4/2016,1.476
07/1/2016,1.476
06/30/2016,1.456
06/29/2016,1.501
06/28/2016,1.438
06/27/2016,1.401
06/24/2016,1.42
06/23/2016,1.479
06/22/2016,1.453
06/21/2016,1.473
06/20/2016,1.479
06/17/2016,1.446
06/16/2016,1.382
06/15/2016,1.427
06/14/2016,1.457
06/13/2016,1.466
06/10/2016,1.474
06/9/2016,1.51
06/8/2016,1.534
06/7/2016,1.498
06/6/2016,1.46
06/3/2016,1.443
06/2/2016,1.457
06/1/2016,1.457
05/31/2016,1.444
05/30/2016,1.45
05/27/2016,1.45
05/26/2016,1.453
05/25/2016,1.47
05/24/2016,1.452
05/23/2016,1.436
05/20/2016,1.45
05/19/2016,1.43
05/18/2016,1.434
05/17/2016,1.429
05/16/2016,1.396
05/13/2016,1.355
05/12/2016,1.345
05/11/2016,1.346
05/10/2016,1.279
05/9/2016,1.235
05/6/2016,1.289
05/5/2016,1.285
05/4/2016,1.29
05/3/2016,1.293
05/2/2016,1.308
04/29/2016,1.34
04/28/2016,1.357
04/27/2016,1.336
04/26/2016,1.29
04/25/2016,1.258
04/22/2016,1.269
04/21/2016,1.267
04/20/2016,1.287
04/19/2016,1.222
04/18/2016,1.201
04/15/2016,1.195
04/14/2016,1.203
04/13/2016,1.211
04/12/2016,1.22
04/11/2016,1.165
04/8/2016,1.138
04/7/2016,1.061
04/6/2016,1.07
04/5/2016,1.001
04/4/2016,1.019
04/1/2016,1.063
03/31/2016,1.1
03/30/2016,1.07
03/29/2016,1.047
03/28/2016,1.089
03/25/2016,1.119
03/24/2016,1.119
03/23/2016,1.135
03/22/2016,1.19
03/21/2016,1.163
03/18/2016,1.173
03/17/2016,1.196
03/16/2016,1.175
03/15/2016,1.106
03/14/2016,1.146
03/11/2016,1.169
03/10/2016,1.175
03/9/2016,1.186
03/8/2016,1.152
03/7/2016,1.151
03/4/2016,1.1
03/3/2016,1.072
03/2/2016,1.058
03/1/2016,1.039
02/29/2016,1.046
02/26/2016,0.992
02/25/2016,1.001
02/24/2016,0.989
02/23/2016,0.957
02/22/2016,1.004
02/19/2016,0.982
02/18/2016,1.026
02/17/2016,1.03
02/16/2016,0.977
02/15/2016,1.017
02/12/2016,1.017
02/11/2016,0.955
02/10/2016,0.935
02/9/2016,0.944
02/8/2016,1.01
02/5/2016,1.024
02/4/2016,1.049
02/3/2016,1.057
02/2/2016,0.971
02/1/2016,0.994
01/29/2016,1.025
01/28/2016,1.012
01/27/2016,0.985
01/26/2016,0.934
01/25/2016,0.895
01/22/2016,0.954
01/21/2016,0.86
01/20/2016,0.827
01/19/2016,0.863
01/18/2016,0.896
01/15/2016,0.896
01/14/2016,0.939
01/13/2016,0.92
01/12/2016,0.942
01/11/2016,0.955
01/8/2016,0.984
01/7/2016,1.012
01/6/2016,1.027
01/5/2016,1.067
01/4/2016,1.066
01/1/2016,1.056
12/31/2015,1.056
12/30/2015,1.049
12/29/2015,1.082
12/28/2015,1.041
12/25/2015,1.062
12/24/2015,1.062
12/23/2015,1.082
12/22/2015,1.033
12/21/2015,1.031
12/18/2015,1
12/17/2015,0.997
12/16/2015,0.99
12/15/2015,0.998
12/14/2015,0.981
12/11/2015,1.032
12/10/2015,1.123
12/9/2015,1.153
12/8/2015,1.154
12/7/2015,1.168
12/4/2015,1.234
12/3/2015,1.246
12/2/2015,1.2
12/1/2015,1.264
11/30/2015,1.262
11/27/2015,1.283
11/26/2015,1.328
11/25/2015,1.328
11/24/2015,1.319
11/23/2015,1.294
11/20/2015,1.273
11/19/2015,1.276
11/18/2015,1.282
11/17/2015,1.277
11/16/2015,1.298
11/13/2015,1.312
11/12/2015,1.341
11/11/2015,1.395
11/10/2015,1.427
11/9/2015,1.421
11/6/2015,1.434
11/5/2015,1.43
11/4/2015,1.482
11/3/2015,1.487
11/2/2015,1.427
10/30/2015,1.436
10/29/2015,1.409
10/28/2015,1.417
10/27/2015,1.345
10/26/2015,1.348
10/23/2015,1.381
10/22/2015,1.398
10/21/2015,1.366
10/20/2015,1.366
10/19/2015,1.365
10/16/2015,1.411
10/15/2015,1.406
10/14/2015,1.381
10/13/2015,1.379
10/12/2015,1.412
10/9/2015,1.485
10/8/2015,1.51
10/7/2015,1.494
10/6/2015,1.531
10/5/2015,1.474
10/2/2015,1.44
10/1/2015,1.44
09/30/2015,1.445
09/29/2015,1.41
09/28/2015,1.388
09/25/2015,1.423
09/24/2015,1.437
09/23/2015,1.394
09/22/2015,1.404
09/21/2015,1.38
09/18/2015,1.382
09/17/2015,1.42
09/16/2015,1.435
09/15/2015,1.398
09/14/2015,1.411
09/11/2015,1.452
09/10/2015,1.472
09/9/2015,1.458
09/8/2015,1.499
09/4/2015,1.505
09/3/2015,1.527
09/2/2015,1.531
09/1/2015,1.495
08/31/2015,1.595
08/28/2015,1.517
08/27/2015,1.443
08/26/2015,1.327
08/25/2015,1.323
08/24/2015,1.333
08/21/2015,1.402
08/20/2015,1.41
08/19/2015,1.443
08/18/2015,1.482
08/17/2015,1.491
08/14/2015,1.49
08/13/2015,1.514
08/12/2015,1.529
08/11/2015,1.5
08/10/2015,1.516
08/7/2015,1.472
08/6/2015,1.491
08/5/2015,1.48
08/4/2015,1.493
08/3/2015,1.468
07/31/2015,1.513
07/30/2015,1.528
07/29/2015,1.531
07/28/2015,1.538
07/27/2015,1.519
07/24/2015,1.573
07/23/2015,1.603
07/22/2015,1.605
07/21/2015,1.618
07/20/2015,1.591
07/17/2015,1.594
07/16/2015,1.602
07/15/2015,1.608
07/14/2015,1.642
07/13/2015,1.648
07/10/2015,1.675
07/9/2015,1.677
07/8/2015,1.654
07/7/2015,1.664
07/6/2015,1.663
07/2/2015,1.77
07/1/2015,1.763
06/30/2015,1.804
06/29/2015,1.743
06/26/2015,1.771
06/25/2015,1.775
06/24/2015,1.793
06/23/2015,1.796
06/22/2015,1.749
06/19/2015,1.77
06/18/2015,1.825
06/17/2015,1.798
06/16/2015,1.789
06/15/2015,1.781
06/12/2015,1.803
06/11/2015,1.832
06/10/2015,1.851
06/9/2015,1.827
06/8/2015,1.742
06/5/2015,1.794
06/4/2015,1.786
06/3/2015,1.834
06/2/2015,1.891
06/1/2015,1.88
05/29/2015,1.902
05/28/2015,1.828
05/27/2015,1.814
05/26/2015,1.854
05/22/2015,1.906
05/21/2015,1.935
05/20/2015,1.891
05/19/2015,1.887
05/18/2015,1.946
05/15/2015,1.959
05/14/2015,1.958
05/13/2015,1.951
05/12/2015,1.948
05/11/2015,1.902
05/8/2015,1.917
05/7/2015,1.923
05/6/2015,1.974
05/5/2015,1.977
05/4/2015,1.937
05/1/2015,1.933
04/30/2015,1.92
04/29/2015,1.881
04/28/2015,1.861
04/27/2015,1.859
04/24/2015,1.864
04/23/2015,1.859
04/22/2015,1.81
04/21/2015,1.791
04/20/2015,1.818
04/17/2015,1.833
04/16/2015,1.844
04/15/2015,1.817
04/14/2015,1.746
04/13/2015,1.725
04/10/2015,1.709
04/9/2015,1.665
04/8/2015,1.631
04/7/2015,1.699
04/6/2015,1.682
04/2/2015,1.619
04/1/2015,1.656
03/31/2015,1.625
03/30/2015,1.669
03/27/2015,1.658
03/26/2015,1.713
03/25/2015,1.644
03/24/2015,1.631
03/23/2015,1.646
03/20/2015,1.646
03/19/2015,1.643
03/18/2015,1.709
03/17/2015,1.628
03/16/2015,1.636
03/13/2015,1.641
03/12/2015,1.711
03/11/2015,1.76
03/10/2015,1.755
03/9/2015,1.772
03/6/2015,1.813
03/5/2015,1.829
03/4/2015,1.816
03/3/2015,1.87
03/2/2015,1.829
02/27/2015,1.861
02/26/2015,1.971
02/25/2015,1.914
02/24/2015,1.633
02/23/2015,1.914
02/20/2015,1.951
02/19/2015,1.861
02/18/2015,1.857
02/17/2015,1.875
02/13/2015,1.895
02/12/2015,1.86
02/11/2015,1.768
02/10/2015,1.79
02/9/2015,1.814
02/6/2015,1.782
02/5/2015,1.74
02/4/2015,1.708
02/3/2015,1.764
02/2/2015,1.697
01/30/2015,1.628
01/29/2015,1.529
01/28/2015,1.535
01/27/2015,1.559
01/26/2015,1.552
01/23/2015,1.558
01/22/2015,1.519
01/21/2015,1.514
01/20/2015,1.503
01/16/2015,1.532
01/15/2015,1.486
01/14/2015,1.473
01/13/2015,1.444
01/12/2015,1.485
01/9/2015,1.536
01/8/2015,1.559
01/7/2015,1.549
01/6/2015,1.535
01/5/2015,1.538
01/2/2015,1.589
12/31/2014,1.644
12/30/2014,1.581
12/29/2014,1.6
12/26/2014,1.645
12/24/2014,1.654
12/23/2014,1.699
12/22/2014,1.658
12/19/2014,1.719
12/18/2014,1.689
12/17/2014,1.714
12/16/2014,1.68
12/15/2014,1.687
12/12/2014,1.78
12/11/2014,1.824
12/10/2014,1.877
12/9/2014,1.911
12/8/2014,1.902
12/5/2014,1.941
12/4/2014,1.957
12/3/2014,1.985
12/2/2014,2.015
12/1/2014,2.097
11/28/2014,2.036
11/26/2014,2.206
11/25/2014,2.223
11/24/2014,2.265
11/21/2014,2.277
11/20/2014,2.252
11/19/2014,2.244
11/18/2014,2.263
11/17/2014,2.293
11/14/2014,2.334
11/13/2014,2.277
11/12/2014,2.359
11/11/2014,2.405
11/10/2014,2.408
11/7/2014,2.446
11/6/2014,2.416
11/5/2014,2.395
11/4/2014,2.413
11/3/2014,2.454
10/31/2014,2.482
10/30/2014,2.477
10/29/2014,2.47
10/28/2014,2.435
10/27/2014,2.411
10/24/2014,2.425
10/23/2014,2.446
10/22/2014,2.431
10/21/2014,2.507
10/20/2014,2.468
10/17/2014,2.479
10/16/2014,2.448
10/15/2014,2.44
10/14/2014,2.454
10/13/2014,2.513
10/10/2014,2.532
10/9/2014,2.492
10/8/2014,2.553
10/7/2014,2.575
10/6/2014,2.598
10/3/2014,2.593
10/2/2014,2.647
10/1/2014,2.631
09/30/2014,2.622
09/29/2014,2.67
09/26/2014,2.668
09/25/2014,2.66
09/24/2014,2.656
09/23/2014,2.642
09/22/2014,2.649
09/19/2014,2.677
09/18/2014,2.672
09/17/2014,2.701
09/16/2014,2.714
09/15/2014,2.699
09/12/2014,2.701
09/11/2014,2.717
09/10/2014,2.721
09/9/2014,2.753
09/8/2014,2.777
09/5/2014,2.787
09/4/2014,2.805
09/3/2014,2.827
09/2/2014,2.774
08/29/2014,2.825
08/28/2014,2.816
08/27/2014,2.834
08/26/2014,2.817
08/25/2014,2.811
08/22/2014,2.806
08/21/2014,2.81
08/20/2014,2.794
08/19/2014,2.784
08/18/2014,2.775
08/15/2014,2.803
08/14/2014,2.793
08/13/2014,2.868
08/12/2014,2.815
08/11/2014,2.853
08/8/2014,2.846
08/7/2014,2.876
08/6/2014,2.845
08/5/2014,2.812
08/4/2014,2.833
08/1/2014,2.826
07/31/2014,2.851
07/30/2014,2.845
07/29/2014,2.869
07/28/2014,2.848
07/25/2014,2.879
07/24/2014,2.834
07/23/2014,2.84
07/22/2014,2.814
07/21/2014,2.821
07/18/2014,2.81
07/17/2014,2.82
07/16/2014,2.813
07/15/2014,2.804
07/14/2014,2.829
07/11/2014,2.823
07/10/2014,2.857
07/9/2014,2.824
07/8/2014,2.827
07/7/2014,2.854
07/3/2014,2.875
07/2/2014,2.883
07/1/2014,2.913
06/30/2014,2.917
06/27/2014,2.947
06/26/2014,2.969
06/25/2014,3.005
06/24/2014,2.995
06/23/2014,2.986
06/20/2014,3.01
06/19/2014,3.006
06/18/2014,2.986
06/17/2014,2.956
06/16/2014,2.947
06/13/2014,2.938
06/12/2014,2.945
06/11/2014,2.853
06/10/2014,2.848
06/9/2014,2.853
06/6/2014,2.842
06/5/2014,2.847
06/4/2014,2.819
06/3/2014,2.833
06/2/2014,2.845
05/30/2014,2.859
05/29/2014,2.891
05/28/2014,2.898
05/27/2014,2.913
05/23/2014,2.926
05/22/2014,2.919
05/21/2014,2.92
05/20/2014,2.914
05/19/2014,2.909
05/16/2014,2.924
05/15/2014,2.921
05/14/2014,2.929
05/13/2014,2.923
05/12/2014,2.898
05/9/2014,2.887
05/8/2014,2.899
05/7/2014,2.908
05/6/2014,2.871
05/5/2014,2.885
05/2/2014,2.902
05/1/2014,2.897
04/30/2014,2.91
04/29/2014,2.941
04/28/2014,2.928
04/25/2014,2.959
04/24/2014,2.99
04/23/2014,2.969
04/22/2014,2.994
04/21/2014,3.009
04/17/2014,2.996
04/16/2014,2.989
04/15/2014,2.964
04/14/2014,2.952
04/11/2014,2.902
04/10/2014,2.911
04/9/2014,2.928
04/8/2014,2.904
04/7/2014,2.869
04/4/2014,2.885
04/3/2014,2.882
04/2/2014,2.839
04/1/2014,2.856
03/31/2014,2.903
03/28/2014,2.921
03/27/2014,2.915
03/26/2014,2.879
03/25/2014,2.882
03/24/2014,2.875
03/21/2014,2.889
03/20/2014,2.879
03/19/2014,2.862
03/18/2014,2.869
03/17/2014,2.851
03/14/2014,2.899
03/13/2014,2.883
03/12/2014,2.883
03/11/2014,2.92
03/10/2014,2.926
03/7/2014,2.979
03/6/2014,2.984
03/5/2014,2.973
03/4/2014,3.018
03/3/2014,3.062
02/28/2014,3.006
02/27/2014,2.962
02/26/2014,2.986
02/25/2014,3.025
02/24/2014,2.954
02/21/2014,2.965
02/20/2014,3.079
02/19/2014,3.062
02/18/2014,3.019
02/14/2014,3.017
02/13/2014,2.982
02/12/2014,2.95
02/11/2014,2.975
02/10/2014,2.926
02/7/2014,2.975
02/6/2014,2.906
02/5/2014,2.892
02/4/2014,2.894
02/3/2014,2.908
01/31/2014,2.917
01/30/2014,2.955
01/29/2014,2.953
01/28/2014,2.927
01/27/2014,2.904
01/24/2014,2.95
01/23/2014,2.961
01/22/2014,2.896
01/21/2014,2.884
01/17/2014,2.934
01/16/2014,2.904
01/15/2014,2.908
01/14/2014,2.934
01/13/2014,2.925
01/10/2014,2.884
01/9/2014,2.868
01/8/2014,2.895
01/7/2014,2.907
01/6/2014,2.879
01/3/2014,2.875
01/2/2014,2.918
12/31/2013,2.997
12/30/2013,2.975
12/27/2013,3.039
12/26/2013,3.012
12/24/2013,2.995
12/23/2013,2.973
12/20/2013,2.983
12/19/2013,2.938
12/18/2013,2.91
12/17/2013,2.886
12/16/2013,2.906
12/13/2013,2.888
12/12/2013,2.893
12/11/2013,2.935
12/10/2013,2.935
12/9/2013,2.921
12/6/2013,2.971
12/5/2013,2.967
12/4/2013,2.968
12/3/2013,2.97
12/2/2013,2.961
11/29/2013,2.941
11/27/2013,2.96
11/26/2013,2.966
11/25/2013,2.957
11/22/2013,2.961
11/21/2013,2.929
11/20/2013,2.867
11/19/2013,2.822
11/18/2013,2.826
11/15/2013,2.849
11/14/2013,2.845
11/13/2013,2.811
11/12/2013,2.784
11/11/2013,2.817
11/8/2013,2.802
11/7/2013,2.767
11/6/2013,2.79
11/5/2013,2.803
11/4/2013,2.814
11/1/2013,2.831
10/31/2013,2.899
10/30/2013,2.922
10/29/2013,2.901
10/28/2013,2.896
10/25/2013,2.848
10/24/2013,2.837
10/23/2013,2.862
10/22/2013,2.943
10/21/2013,2.96
10/17/2013,2.929
10/16/2013,2.979
10/15/2013,2.955
10/14/2013,2.972
10/11/2013,2.98
10/10/2013,3.019
10/9/2013,2.962
10/8/2013,2.979
10/7/2013,2.958
10/4/2013,2.95
10/3/2013,2.942
10/2/2013,2.938
10/1/2013,2.906
09/30/2013,2.93
09/27/2013,2.944
09/26/2013,2.959
09/25/2013,2.931
09/24/2013,2.929
09/23/2013,2.913
09/20/2013,2.972
09/19/2013,2.969
09/18/2013,3.001
09/17/2013,2.95
09/16/2013,3.023
09/13/2013,3.086
09/12/2013,3.092
09/11/2013,3.047
09/10/2013,3.028
09/9/2013,3.071
09/6/2013,3.123
09/5/2013,3.101
09/4/2013,3.097
09/3/2013,3.116
08/30/2013,3.11
08/29/2013,3.14
08/28/2013,3.168
08/27/2013,3.137
08/26/2013,3.067
08/23/2013,3.074
08/22/2013,3.052
08/21/2013,3.056
08/20/2013,3.053
08/19/2013,3.039
08/16/2013,3.064
08/15/2013,3.04
08/14/2013,3.017
08/13/2013,3.009
08/12/2013,2.988
08/9/2013,2.955
08/8/2013,2.915
08/7/2013,2.926
08/6/2013,2.975
08/5/2013,3.011
08/2/2013,3.03
08/1/2013,3.063
07/31/2013,3.025
07/30/2013,2.972
07/29/2013,2.979
07/26/2013,2.97
07/25/2013,2.983
07/24/2013,3.002
07/23/2013,3.035
07/22/2013,3.029
07/19/2013,3.056
07/18/2013,3.077
07/17/2013,3.048
07/16/2013,3.012
07/15/2013,2.995
07/12/2013,2.996
07/11/2013,2.958
07/10/2013,2.96
07/9/2013,2.95
07/8/2013,2.94
07/5/2013,2.963
07/3/2013,2.918
07/2/2013,2.874
07/1/2013,2.849
06/28/2013,2.832
06/27/2013,2.848
06/26/2013,2.822
06/25/2013,2.823
06/24/2013,2.832
06/21/2013,2.823
06/20/2013,2.848
06/19/2013,2.935
06/18/2013,2.958
06/17/2013,2.929
06/14/2013,2.939
06/13/2013,2.909
06/12/2013,2.869
06/11/2013,2.822
06/10/2013,2.848
06/7/2013,2.869
06/6/2013,2.84
06/5/2013,2.826
06/4/2013,2.841
06/3/2013,2.804
05/31/2013,2.74
05/30/2013,2.804
05/29/2013,2.826
05/28/2013,2.868
05/24/2013,2.81
05/23/2013,2.813
05/22/2013,2.822
05/21/2013,2.87
05/20/2013,2.9
05/17/2013,2.879
05/16/2013,2.863
05/15/2013,2.839
05/14/2013,2.837
05/13/2013,2.846
05/10/2013,2.865
05/9/2013,2.903
05/8/2013,2.887
05/7/2013,2.884
05/6/2013,2.875
05/3/2013,2.846
05/2/2013,2.816
05/1/2013,2.744
04/30/2013,2.786
04/29/2013,2.854
04/26/2013,2.855
04/25/2013,2.863
04/24/2013,2.819
04/23/2013,2.79
04/22/2013,2.798
04/19/2013,2.779
04/18/2013,2.767
04/17/2013,2.721
04/16/2013,2.792
04/15/2013,2.784
04/12/2013,2.859
04/11/2013,2.894
04/10/2013,2.949
04/9/2013,2.963
04/8/2013,2.96
04/5/2013,2.932
04/4/2013,2.991
04/3/2013,3.022
04/2/2013,3.091
04/1/2013,3.062
03/28/2013,3.04
03/27/2013,3.029
03/26/2013,2.983
03/25/2013,2.941
03/22/2013,2.95
03/21/2013,2.958
